,time,rank,artist,song,sales
0,03/03/2017 08:45,1,Ed Sheeran,Shape of You,25970
1,03/03/2017 08:45,35,Ed Sheeran,Perfect,4099
2,03/03/2017 08:45,42,Ed Sheeran,Dive,3547
3,03/03/2017 08:45,61,Ed Sheeran,Castle on the Hill,2476
4,03/03/2017 08:45,64,Ed Sheeran,Happier,2409
5,03/03/2017 08:45,76,Ed Sheeran,Galway Girl,2197
6,03/03/2017 08:45,85,Ed Sheeran,How Would You Feel (Paean),1953
7,03/03/2017 08:45,94,Ed Sheeran,Supermarket Flowers,1699
8,03/03/2017 08:45,95,Ed Sheeran,Save Myself,1645
9,03/03/2017 08:45,96,Ed Sheeran,New Man,1601
10,03/03/2017 08:45,98,Ed Sheeran,Eraser,1385
11,03/03/2017 08:45,99,Ed Sheeran,Hearts Don't Break Around Here,1306
12,03/03/2017 08:45,100,Ed Sheeran,What Do I Know?,1262
13,03/03/2017 08:47,1,Ed Sheeran,Shape of You,25970
14,03/03/2017 08:47,35,Ed Sheeran,Perfect,4099
15,03/03/2017 08:47,42,Ed Sheeran,Dive,3547
16,03/03/2017 08:47,61,Ed Sheeran,Castle on the Hill,2476
17,03/03/2017 08:47,64,Ed Sheeran,Happier,2409
18,03/03/2017 08:47,76,Ed Sheeran,Galway Girl,2197
19,03/03/2017 08:47,85,Ed Sheeran,How Would You Feel (Paean),1953
20,03/03/2017 08:47,94,Ed Sheeran,Supermarket Flowers,1699
21,03/03/2017 08:47,95,Ed Sheeran,Save Myself,1645
22,03/03/2017 08:47,96,Ed Sheeran,New Man,1601
23,03/03/2017 08:47,98,Ed Sheeran,Eraser,1385
24,03/03/2017 08:47,99,Ed Sheeran,Hearts Don't Break Around Here,1306
25,03/03/2017 08:47,100,Ed Sheeran,What Do I Know?,1262
26,03/03/2017 09:22,1,Ed Sheeran,Shape of You,20594
27,03/03/2017 09:22,20,Ed Sheeran,Perfect,4643
28,03/03/2017 09:22,24,Ed Sheeran,Dive,3970
29,03/03/2017 09:22,43,Ed Sheeran,Happier,2818
30,03/03/2017 09:22,47,Ed Sheeran,Galway Girl,2521
31,03/03/2017 09:22,59,Ed Sheeran,Castle on the Hill,2041
32,03/03/2017 09:22,63,Ed Sheeran,Supermarket Flowers,1941
33,03/03/2017 09:22,71,Ed Sheeran,Save Myself,1790
34,03/03/2017 09:22,72,Ed Sheeran,New Man,1787
35,03/03/2017 09:22,76,Ed Sheeran,How Would You Feel (Paean),1757
36,03/03/2017 09:22,87,Ed Sheeran,Eraser,1513
37,03/03/2017 09:22,90,Ed Sheeran,Hearts Don't Break Around Here,1466
38,03/03/2017 09:22,98,Ed Sheeran,What Do I Know?,1350
39,03/03/2017 09:22,100,Ed Sheeran,Barcelona,1265
40,03/03/2017 10:29,1,Ed Sheeran,Shape of You,20667
41,03/03/2017 10:29,20,Ed Sheeran,Perfect,4660
42,03/03/2017 10:29,24,Ed Sheeran,Dive,3984
43,03/03/2017 10:29,43,Ed Sheeran,Happier,2828
44,03/03/2017 10:29,47,Ed Sheeran,Galway Girl,2530
45,03/03/2017 10:29,59,Ed Sheeran,Castle on the Hill,2049
46,03/03/2017 10:29,63,Ed Sheeran,Supermarket Flowers,1948
47,03/03/2017 10:29,71,Ed Sheeran,Save Myself,1796
48,03/03/2017 10:29,72,Ed Sheeran,New Man,1794
49,03/03/2017 10:29,76,Ed Sheeran,How Would You Feel (Paean),1763
50,03/03/2017 10:29,87,Ed Sheeran,Eraser,1519
51,03/03/2017 10:29,90,Ed Sheeran,Hearts Don't Break Around Here,1471
52,03/03/2017 10:29,98,Ed Sheeran,What Do I Know?,1355
53,03/03/2017 10:29,100,Ed Sheeran,Barcelona,1269
54,03/03/2017 10:59,1,Ed Sheeran,Shape of You,20701
55,03/03/2017 10:59,20,Ed Sheeran,Perfect,4667
56,03/03/2017 10:59,24,Ed Sheeran,Dive,3990
57,03/03/2017 10:59,43,Ed Sheeran,Happier,2833
58,03/03/2017 10:59,47,Ed Sheeran,Galway Girl,2535
59,03/03/2017 10:59,59,Ed Sheeran,Castle on the Hill,2052
60,03/03/2017 10:59,63,Ed Sheeran,Supermarket Flowers,1951
61,03/03/2017 10:59,71,Ed Sheeran,Save Myself,1799
62,03/03/2017 10:59,72,Ed Sheeran,New Man,1797
63,03/03/2017 10:59,76,Ed Sheeran,How Would You Feel (Paean),1766
64,03/03/2017 10:59,87,Ed Sheeran,Eraser,1521
65,03/03/2017 10:59,90,Ed Sheeran,Hearts Don't Break Around Here,1473
66,03/03/2017 10:59,98,Ed Sheeran,What Do I Know?,1357
67,03/03/2017 10:59,100,Ed Sheeran,Barcelona,1271
68,03/03/2017 11:29,1,Ed Sheeran,Shape of You,20737
69,03/03/2017 11:29,20,Ed Sheeran,Perfect,4675
70,03/03/2017 11:29,24,Ed Sheeran,Dive,3997
71,03/03/2017 11:29,43,Ed Sheeran,Happier,2838
72,03/03/2017 11:29,47,Ed Sheeran,Galway Girl,2539
73,03/03/2017 11:29,59,Ed Sheeran,Castle on the Hill,2055
74,03/03/2017 11:29,63,Ed Sheeran,Supermarket Flowers,1954
75,03/03/2017 11:29,71,Ed Sheeran,Save Myself,1802
76,03/03/2017 11:29,72,Ed Sheeran,New Man,1800
77,03/03/2017 11:29,76,Ed Sheeran,How Would You Feel (Paean),1769
78,03/03/2017 11:29,87,Ed Sheeran,Eraser,1524
79,03/03/2017 11:29,90,Ed Sheeran,Hearts Don't Break Around Here,1476
80,03/03/2017 11:29,98,Ed Sheeran,What Do I Know?,1359
81,03/03/2017 11:29,100,Ed Sheeran,Barcelona,1273
82,03/03/2017 11:59,1,Ed Sheeran,Shape of You,20773
83,03/03/2017 11:59,20,Ed Sheeran,Perfect,4684
84,03/03/2017 11:59,24,Ed Sheeran,Dive,4004
85,03/03/2017 11:59,43,Ed Sheeran,Happier,2843
86,03/03/2017 11:59,47,Ed Sheeran,Galway Girl,2543
87,03/03/2017 11:59,59,Ed Sheeran,Castle on the Hill,2059
88,03/03/2017 11:59,63,Ed Sheeran,Supermarket Flowers,1958
89,03/03/2017 11:59,71,Ed Sheeran,Save Myself,1805
90,03/03/2017 11:59,72,Ed Sheeran,New Man,1803
91,03/03/2017 11:59,76,Ed Sheeran,How Would You Feel (Paean),1773
92,03/03/2017 11:59,87,Ed Sheeran,Eraser,1527
93,03/03/2017 11:59,90,Ed Sheeran,Hearts Don't Break Around Here,1478
94,03/03/2017 11:59,98,Ed Sheeran,What Do I Know?,1362
95,03/03/2017 11:59,100,Ed Sheeran,Barcelona,1276
96,03/03/2017 12:29,1,Ed Sheeran,Shape of You,20852
97,03/03/2017 12:29,14,Ed Sheeran,Perfect,5529
98,03/03/2017 12:29,21,Ed Sheeran,Dive,4780
99,03/03/2017 12:29,32,Ed Sheeran,Happier,3378
100,03/03/2017 12:29,39,Ed Sheeran,Galway Girl,3019
101,03/03/2017 12:29,52,Ed Sheeran,Supermarket Flowers,2337
102,03/03/2017 12:29,54,Ed Sheeran,Castle on the Hill,2161
103,03/03/2017 12:29,59,Ed Sheeran,Save Myself,2131
104,03/03/2017 12:29,61,Ed Sheeran,New Man,2092
105,03/03/2017 12:29,67,Ed Sheeran,How Would You Feel (Paean),1879
106,03/03/2017 12:29,78,Ed Sheeran,Hearts Don't Break Around Here,1695
107,03/03/2017 12:29,79,Ed Sheeran,Eraser,1695
108,03/03/2017 12:29,89,Ed Sheeran,What Do I Know?,1553
109,03/03/2017 12:29,91,Ed Sheeran,Barcelona,1476
110,03/03/2017 12:29,100,Ed Sheeran,Bibia Be Ye Ye,1278
111,03/03/2017 12:59,1,Ed Sheeran,Shape of You,20891
112,03/03/2017 12:59,14,Ed Sheeran,Perfect,5539
113,03/03/2017 12:59,21,Ed Sheeran,Dive,4789
114,03/03/2017 12:59,32,Ed Sheeran,Happier,3384
115,03/03/2017 12:59,39,Ed Sheeran,Galway Girl,3025
116,03/03/2017 12:59,52,Ed Sheeran,Supermarket Flowers,2341
117,03/03/2017 12:59,54,Ed Sheeran,Castle on the Hill,2165
118,03/03/2017 12:59,59,Ed Sheeran,Save Myself,2134
119,03/03/2017 12:59,61,Ed Sheeran,New Man,2096
120,03/03/2017 12:59,67,Ed Sheeran,How Would You Feel (Paean),1882
121,03/03/2017 12:59,78,Ed Sheeran,Hearts Don't Break Around Here,1698
122,03/03/2017 12:59,79,Ed Sheeran,Eraser,1698
123,03/03/2017 12:59,89,Ed Sheeran,What Do I Know?,1556
124,03/03/2017 12:59,91,Ed Sheeran,Barcelona,1479
125,03/03/2017 12:59,100,Ed Sheeran,Bibia Be Ye Ye,1280
126,03/03/2017 13:29,1,Ed Sheeran,Shape of You,20931
127,03/03/2017 13:29,14,Ed Sheeran,Perfect,5550
128,03/03/2017 13:29,21,Ed Sheeran,Dive,4798
129,03/03/2017 13:29,32,Ed Sheeran,Happier,3391
130,03/03/2017 13:29,39,Ed Sheeran,Galway Girl,3030
131,03/03/2017 13:29,52,Ed Sheeran,Supermarket Flowers,2346
132,03/03/2017 13:29,54,Ed Sheeran,Castle on the Hill,2169
133,03/03/2017 13:29,59,Ed Sheeran,Save Myself,2139
134,03/03/2017 13:29,61,Ed Sheeran,New Man,2100
135,03/03/2017 13:29,67,Ed Sheeran,How Would You Feel (Paean),1886
136,03/03/2017 13:29,78,Ed Sheeran,Hearts Don't Break Around Here,1702
137,03/03/2017 13:29,79,Ed Sheeran,Eraser,1702
138,03/03/2017 13:29,89,Ed Sheeran,What Do I Know?,1559
139,03/03/2017 13:29,91,Ed Sheeran,Barcelona,1482
140,03/03/2017 13:29,100,Ed Sheeran,Bibia Be Ye Ye,1283
141,03/03/2017 13:59,1,Ed Sheeran,Shape of You,20602
142,03/03/2017 13:59,9,Ed Sheeran,Perfect,5968
143,03/03/2017 13:59,17,Ed Sheeran,Dive,5100
144,03/03/2017 13:59,29,Ed Sheeran,Happier,3549
145,03/03/2017 13:59,36,Ed Sheeran,Galway Girl,3176
146,03/03/2017 13:59,50,Ed Sheeran,Supermarket Flowers,2452
147,03/03/2017 13:59,53,Ed Sheeran,New Man,2196
148,03/03/2017 13:59,54,Ed Sheeran,Save Myself,2183
149,03/03/2017 13:59,55,Ed Sheeran,Castle on the Hill,2165
150,03/03/2017 13:59,64,Ed Sheeran,How Would You Feel (Paean),1916
151,03/03/2017 13:59,71,Ed Sheeran,Hearts Don't Break Around Here,1760
152,03/03/2017 13:59,77,Ed Sheeran,Eraser,1715
153,03/03/2017 13:59,82,Ed Sheeran,What Do I Know?,1635
154,03/03/2017 13:59,89,Ed Sheeran,Barcelona,1509
155,03/03/2017 13:59,98,Ed Sheeran,Bibia Be Ye Ye,1330
156,03/03/2017 13:59,100,Ed Sheeran,Thinking Out Loud,1285
157,03/03/2017 14:29,1,Ed Sheeran,Shape of You,20644
158,03/03/2017 14:29,9,Ed Sheeran,Perfect,5980
159,03/03/2017 14:29,17,Ed Sheeran,Dive,5111
160,03/03/2017 14:29,29,Ed Sheeran,Happier,3556
161,03/03/2017 14:29,36,Ed Sheeran,Galway Girl,3183
162,03/03/2017 14:29,50,Ed Sheeran,Supermarket Flowers,2457
163,03/03/2017 14:29,53,Ed Sheeran,New Man,2200
164,03/03/2017 14:29,54,Ed Sheeran,Save Myself,2187
165,03/03/2017 14:29,55,Ed Sheeran,Castle on the Hill,2170
166,03/03/2017 14:29,64,Ed Sheeran,How Would You Feel (Paean),1920
167,03/03/2017 14:29,71,Ed Sheeran,Hearts Don't Break Around Here,1764
168,03/03/2017 14:29,77,Ed Sheeran,Eraser,1719
169,03/03/2017 14:29,82,Ed Sheeran,What Do I Know?,1638
170,03/03/2017 14:29,89,Ed Sheeran,Barcelona,1512
171,03/03/2017 14:29,98,Ed Sheeran,Bibia Be Ye Ye,1333
172,03/03/2017 14:29,100,Ed Sheeran,Thinking Out Loud,1288
173,03/03/2017 14:59,1,Ed Sheeran,Shape of You,20686
174,03/03/2017 14:59,9,Ed Sheeran,Perfect,5992
175,03/03/2017 14:59,17,Ed Sheeran,Dive,5121
176,03/03/2017 14:59,29,Ed Sheeran,Happier,3563
177,03/03/2017 14:59,36,Ed Sheeran,Galway Girl,3189
178,03/03/2017 14:59,50,Ed Sheeran,Supermarket Flowers,2462
179,03/03/2017 14:59,53,Ed Sheeran,New Man,2204
180,03/03/2017 14:59,54,Ed Sheeran,Save Myself,2192
181,03/03/2017 14:59,55,Ed Sheeran,Castle on the Hill,2174
182,03/03/2017 14:59,64,Ed Sheeran,How Would You Feel (Paean),1924
183,03/03/2017 14:59,71,Ed Sheeran,Hearts Don't Break Around Here,1768
184,03/03/2017 14:59,77,Ed Sheeran,Eraser,1722
185,03/03/2017 14:59,82,Ed Sheeran,What Do I Know?,1641
186,03/03/2017 14:59,89,Ed Sheeran,Barcelona,1515
187,03/03/2017 14:59,98,Ed Sheeran,Bibia Be Ye Ye,1336
188,03/03/2017 14:59,100,Ed Sheeran,Thinking Out Loud,1290
189,03/03/2017 15:29,1,Ed Sheeran,Shape of You,20730
190,03/03/2017 15:29,9,Ed Sheeran,Perfect,6005
191,03/03/2017 15:29,17,Ed Sheeran,Dive,5132
192,03/03/2017 15:29,29,Ed Sheeran,Happier,3570
193,03/03/2017 15:29,36,Ed Sheeran,Galway Girl,3196
194,03/03/2017 15:29,50,Ed Sheeran,Supermarket Flowers,2467
195,03/03/2017 15:29,53,Ed Sheeran,New Man,2209
196,03/03/2017 15:29,54,Ed Sheeran,Save Myself,2196
197,03/03/2017 15:29,55,Ed Sheeran,Castle on the Hill,2179
198,03/03/2017 15:29,64,Ed Sheeran,How Would You Feel (Paean),1928
199,03/03/2017 15:29,71,Ed Sheeran,Hearts Don't Break Around Here,1771
200,03/03/2017 15:29,77,Ed Sheeran,Eraser,1726
201,03/03/2017 15:29,82,Ed Sheeran,What Do I Know?,1645
202,03/03/2017 15:29,89,Ed Sheeran,Barcelona,1518
203,03/03/2017 15:29,98,Ed Sheeran,Bibia Be Ye Ye,1339
204,03/03/2017 15:29,100,Ed Sheeran,Thinking Out Loud,1293
205,03/03/2017 15:59,1,Ed Sheeran,Shape of You,20774
206,03/03/2017 15:59,9,Ed Sheeran,Perfect,6018
207,03/03/2017 15:59,17,Ed Sheeran,Dive,5143
208,03/03/2017 15:59,29,Ed Sheeran,Happier,3578
209,03/03/2017 15:59,36,Ed Sheeran,Galway Girl,3203
210,03/03/2017 15:59,50,Ed Sheeran,Supermarket Flowers,2473
211,03/03/2017 15:59,53,Ed Sheeran,New Man,2214
212,03/03/2017 15:59,54,Ed Sheeran,Save Myself,2201
213,03/03/2017 15:59,55,Ed Sheeran,Castle on the Hill,2183
214,03/03/2017 15:59,64,Ed Sheeran,How Would You Feel (Paean),1932
215,03/03/2017 15:59,71,Ed Sheeran,Hearts Don't Break Around Here,1775
216,03/03/2017 15:59,77,Ed Sheeran,Eraser,1730
217,03/03/2017 15:59,82,Ed Sheeran,What Do I Know?,1648
218,03/03/2017 15:59,89,Ed Sheeran,Barcelona,1522
219,03/03/2017 15:59,98,Ed Sheeran,Bibia Be Ye Ye,1342
220,03/03/2017 15:59,100,Ed Sheeran,Thinking Out Loud,1296
221,03/03/2017 16:29,1,Ed Sheeran,Shape of You,20820
222,03/03/2017 16:29,9,Ed Sheeran,Perfect,6031
223,03/03/2017 16:29,17,Ed Sheeran,Dive,5154
224,03/03/2017 16:29,29,Ed Sheeran,Happier,3586
225,03/03/2017 16:29,36,Ed Sheeran,Galway Girl,3210
226,03/03/2017 16:29,50,Ed Sheeran,Supermarket Flowers,2478
227,03/03/2017 16:29,53,Ed Sheeran,New Man,2219
228,03/03/2017 16:29,54,Ed Sheeran,Save Myself,2206
229,03/03/2017 16:29,55,Ed Sheeran,Castle on the Hill,2188
230,03/03/2017 16:29,64,Ed Sheeran,How Would You Feel (Paean),1937
231,03/03/2017 16:29,71,Ed Sheeran,Hearts Don't Break Around Here,1779
232,03/03/2017 16:29,77,Ed Sheeran,Eraser,1733
233,03/03/2017 16:29,82,Ed Sheeran,What Do I Know?,1652
234,03/03/2017 16:29,89,Ed Sheeran,Barcelona,1525
235,03/03/2017 16:29,98,Ed Sheeran,Bibia Be Ye Ye,1344
236,03/03/2017 16:29,100,Ed Sheeran,Thinking Out Loud,1299
237,03/03/2017 16:59,1,Ed Sheeran,Shape of You,20868
238,03/03/2017 16:59,9,Ed Sheeran,Perfect,6045
239,03/03/2017 16:59,17,Ed Sheeran,Dive,5166
240,03/03/2017 16:59,29,Ed Sheeran,Happier,3594
241,03/03/2017 16:59,36,Ed Sheeran,Galway Girl,3217
242,03/03/2017 16:59,50,Ed Sheeran,Supermarket Flowers,2484
243,03/03/2017 16:59,53,Ed Sheeran,New Man,2224
244,03/03/2017 16:59,54,Ed Sheeran,Save Myself,2211
245,03/03/2017 16:59,55,Ed Sheeran,Castle on the Hill,2193
246,03/03/2017 16:59,64,Ed Sheeran,How Would You Feel (Paean),1941
247,03/03/2017 16:59,71,Ed Sheeran,Hearts Don't Break Around Here,1783
248,03/03/2017 16:59,77,Ed Sheeran,Eraser,1737
249,03/03/2017 16:59,82,Ed Sheeran,What Do I Know?,1656
250,03/03/2017 16:59,89,Ed Sheeran,Barcelona,1528
251,03/03/2017 16:59,98,Ed Sheeran,Bibia Be Ye Ye,1348
252,03/03/2017 16:59,100,Ed Sheeran,Thinking Out Loud,1302
253,03/03/2017 17:29,1,Ed Sheeran,Shape of You,20916
254,03/03/2017 17:29,9,Ed Sheeran,Perfect,6059
255,03/03/2017 17:29,17,Ed Sheeran,Dive,5178
256,03/03/2017 17:29,29,Ed Sheeran,Happier,3603
257,03/03/2017 17:29,36,Ed Sheeran,Galway Girl,3225
258,03/03/2017 17:29,50,Ed Sheeran,Supermarket Flowers,2489
259,03/03/2017 17:29,53,Ed Sheeran,New Man,2229
260,03/03/2017 17:29,54,Ed Sheeran,Save Myself,2216
261,03/03/2017 17:29,55,Ed Sheeran,Castle on the Hill,2198
262,03/03/2017 17:29,64,Ed Sheeran,How Would You Feel (Paean),1946
263,03/03/2017 17:29,71,Ed Sheeran,Hearts Don't Break Around Here,1787
264,03/03/2017 17:29,77,Ed Sheeran,Eraser,1741
265,03/03/2017 17:29,82,Ed Sheeran,What Do I Know?,1660
266,03/03/2017 17:29,89,Ed Sheeran,Barcelona,1532
267,03/03/2017 17:29,98,Ed Sheeran,Bibia Be Ye Ye,1351
268,03/03/2017 17:29,100,Ed Sheeran,Thinking Out Loud,1305
269,03/03/2017 17:59,1,Ed Sheeran,Shape of You,21643
270,03/03/2017 17:59,8,Ed Sheeran,Perfect,6563
271,03/03/2017 17:59,15,Ed Sheeran,Dive,5556
272,03/03/2017 17:59,27,Ed Sheeran,Happier,3839
273,03/03/2017 17:59,35,Ed Sheeran,Galway Girl,3416
274,03/03/2017 17:59,49,Ed Sheeran,Supermarket Flowers,2663
275,03/03/2017 17:59,52,Ed Sheeran,Castle on the Hill,2351
276,03/03/2017 17:59,53,Ed Sheeran,Save Myself,2343
277,03/03/2017 17:59,54,Ed Sheeran,New Man,2330
278,03/03/2017 17:59,63,Ed Sheeran,How Would You Feel (Paean),1984
279,03/03/2017 17:59,72,Ed Sheeran,Hearts Don't Break Around Here,1860
280,03/03/2017 17:59,78,Ed Sheeran,Eraser,1770
281,03/03/2017 17:59,79,Ed Sheeran,What Do I Know?,1733
282,03/03/2017 17:59,88,Ed Sheeran,Barcelona,1612
283,03/03/2017 17:59,95,Ed Sheeran,Bibia Be Ye Ye,1413
284,03/03/2017 17:59,99,Ed Sheeran,Thinking Out Loud,1374
285,03/03/2017 17:59,100,Ed Sheeran,Nancy Mulligan,1308
286,03/03/2017 19:28,1,Ed Sheeran,Shape of You,22767
287,03/03/2017 19:28,8,Ed Sheeran,Perfect,7165
288,03/03/2017 19:28,14,Ed Sheeran,Dive,5853
289,03/03/2017 19:28,27,Ed Sheeran,Happier,4055
290,03/03/2017 19:28,33,Ed Sheeran,Galway Girl,3594
291,03/03/2017 19:28,48,Ed Sheeran,Supermarket Flowers,2821
292,03/03/2017 19:28,52,Ed Sheeran,Castle on the Hill,2507
293,03/03/2017 19:28,53,Ed Sheeran,Save Myself,2471
294,03/03/2017 19:28,54,Ed Sheeran,New Man,2440
295,03/03/2017 19:28,64,Ed Sheeran,How Would You Feel (Paean),2059
296,03/03/2017 19:28,72,Ed Sheeran,Hearts Don't Break Around Here,1876
297,03/03/2017 19:28,80,Ed Sheeran,What Do I Know?,1770
298,03/03/2017 19:28,81,Ed Sheeran,Eraser,1768
299,03/03/2017 19:28,90,Ed Sheeran,Barcelona,1640
300,03/03/2017 19:28,93,Ed Sheeran,Thinking Out Loud,1487
301,03/03/2017 19:28,94,Ed Sheeran,Bibia Be Ye Ye,1481
302,03/03/2017 19:28,99,Ed Sheeran,Nancy Mulligan,1378
303,03/03/2017 19:58,1,Ed Sheeran,Shape of You,22826
304,03/03/2017 19:58,8,Ed Sheeran,Perfect,7183
305,03/03/2017 19:58,14,Ed Sheeran,Dive,5868
306,03/03/2017 19:58,27,Ed Sheeran,Happier,4065
307,03/03/2017 19:58,33,Ed Sheeran,Galway Girl,3603
308,03/03/2017 19:58,48,Ed Sheeran,Supermarket Flowers,2828
309,03/03/2017 19:58,52,Ed Sheeran,Castle on the Hill,2513
310,03/03/2017 19:58,53,Ed Sheeran,Save Myself,2477
311,03/03/2017 19:58,54,Ed Sheeran,New Man,2446
312,03/03/2017 19:58,64,Ed Sheeran,How Would You Feel (Paean),2065
313,03/03/2017 19:58,72,Ed Sheeran,Hearts Don't Break Around Here,1881
314,03/03/2017 19:58,80,Ed Sheeran,What Do I Know?,1775
315,03/03/2017 19:58,81,Ed Sheeran,Eraser,1772
316,03/03/2017 19:58,90,Ed Sheeran,Barcelona,1644
317,03/03/2017 19:58,93,Ed Sheeran,Thinking Out Loud,1491
318,03/03/2017 19:58,94,Ed Sheeran,Bibia Be Ye Ye,1485
319,03/03/2017 19:58,99,Ed Sheeran,Nancy Mulligan,1382
320,03/03/2017 20:28,1,Ed Sheeran,Shape of You,22886
321,03/03/2017 20:28,8,Ed Sheeran,Perfect,7202
322,03/03/2017 20:28,14,Ed Sheeran,Dive,5884
323,03/03/2017 20:28,27,Ed Sheeran,Happier,4076
324,03/03/2017 20:28,33,Ed Sheeran,Galway Girl,3612
325,03/03/2017 20:28,48,Ed Sheeran,Supermarket Flowers,2836
326,03/03/2017 20:28,52,Ed Sheeran,Castle on the Hill,2520
327,03/03/2017 20:28,53,Ed Sheeran,Save Myself,2484
328,03/03/2017 20:28,54,Ed Sheeran,New Man,2453
329,03/03/2017 20:28,64,Ed Sheeran,How Would You Feel (Paean),2070
330,03/03/2017 20:28,72,Ed Sheeran,Hearts Don't Break Around Here,1886
331,03/03/2017 20:28,80,Ed Sheeran,What Do I Know?,1780
332,03/03/2017 20:28,81,Ed Sheeran,Eraser,1777
333,03/03/2017 20:28,90,Ed Sheeran,Barcelona,1648
334,03/03/2017 20:28,93,Ed Sheeran,Thinking Out Loud,1495
335,03/03/2017 20:28,94,Ed Sheeran,Bibia Be Ye Ye,1489
336,03/03/2017 20:28,99,Ed Sheeran,Nancy Mulligan,1386
337,03/03/2017 20:58,1,Ed Sheeran,Shape of You,22336
338,03/03/2017 20:58,8,Ed Sheeran,Perfect,7223
339,03/03/2017 20:58,14,Ed Sheeran,Dive,5728
340,03/03/2017 20:58,28,Ed Sheeran,Happier,3932
341,03/03/2017 20:58,33,Ed Sheeran,Galway Girl,3498
342,03/03/2017 20:58,49,Ed Sheeran,Supermarket Flowers,2710
343,03/03/2017 20:58,52,Ed Sheeran,Castle on the Hill,2462
344,03/03/2017 20:58,54,Ed Sheeran,Save Myself,2399
345,03/03/2017 20:58,55,Ed Sheeran,New Man,2298
346,03/03/2017 20:58,64,Ed Sheeran,How Would You Feel (Paean),1963
347,03/03/2017 20:58,74,Ed Sheeran,Hearts Don't Break Around Here,1764
348,03/03/2017 20:58,81,Ed Sheeran,What Do I Know?,1674
349,03/03/2017 20:58,85,Ed Sheeran,Eraser,1625
350,03/03/2017 20:58,91,Ed Sheeran,Barcelona,1551
351,03/03/2017 20:58,92,Ed Sheeran,Thinking Out Loud,1519
352,03/03/2017 20:58,97,Ed Sheeran,Bibia Be Ye Ye,1401
353,03/03/2017 21:28,1,Ed Sheeran,Shape of You,22397
354,03/03/2017 21:28,8,Ed Sheeran,Perfect,7242
355,03/03/2017 21:28,14,Ed Sheeran,Dive,5744
356,03/03/2017 21:28,28,Ed Sheeran,Happier,3942
357,03/03/2017 21:28,33,Ed Sheeran,Galway Girl,3508
358,03/03/2017 21:28,49,Ed Sheeran,Supermarket Flowers,2718
359,03/03/2017 21:28,52,Ed Sheeran,Castle on the Hill,2469
360,03/03/2017 21:28,54,Ed Sheeran,Save Myself,2406
361,03/03/2017 21:28,55,Ed Sheeran,New Man,2305
362,03/03/2017 21:28,64,Ed Sheeran,How Would You Feel (Paean),1968
363,03/03/2017 21:28,74,Ed Sheeran,Hearts Don't Break Around Here,1769
364,03/03/2017 21:28,81,Ed Sheeran,What Do I Know?,1679
365,03/03/2017 21:28,85,Ed Sheeran,Eraser,1629
366,03/03/2017 21:28,91,Ed Sheeran,Barcelona,1556
367,03/03/2017 21:28,92,Ed Sheeran,Thinking Out Loud,1523
368,03/03/2017 21:28,97,Ed Sheeran,Bibia Be Ye Ye,1405
369,03/03/2017 21:58,1,Ed Sheeran,Shape of You,22460
370,03/03/2017 21:58,8,Ed Sheeran,Perfect,7263
371,03/03/2017 21:58,14,Ed Sheeran,Dive,5760
372,03/03/2017 21:58,28,Ed Sheeran,Happier,3953
373,03/03/2017 21:58,33,Ed Sheeran,Galway Girl,3518
374,03/03/2017 21:58,49,Ed Sheeran,Supermarket Flowers,2725
375,03/03/2017 21:58,52,Ed Sheeran,Castle on the Hill,2476
376,03/03/2017 21:58,54,Ed Sheeran,Save Myself,2413
377,03/03/2017 21:58,55,Ed Sheeran,New Man,2311
378,03/03/2017 21:58,64,Ed Sheeran,How Would You Feel (Paean),1974
379,03/03/2017 21:58,74,Ed Sheeran,Hearts Don't Break Around Here,1774
380,03/03/2017 21:58,81,Ed Sheeran,What Do I Know?,1683
381,03/03/2017 21:58,85,Ed Sheeran,Eraser,1634
382,03/03/2017 21:58,91,Ed Sheeran,Barcelona,1560
383,03/03/2017 21:58,92,Ed Sheeran,Thinking Out Loud,1527
384,03/03/2017 21:58,97,Ed Sheeran,Bibia Be Ye Ye,1409
385,03/03/2017 22:28,1,Ed Sheeran,Shape of You,22524
386,03/03/2017 22:28,8,Ed Sheeran,Perfect,7283
387,03/03/2017 22:28,14,Ed Sheeran,Dive,5777
388,03/03/2017 22:28,28,Ed Sheeran,Happier,3965
389,03/03/2017 22:28,33,Ed Sheeran,Galway Girl,3528
390,03/03/2017 22:28,49,Ed Sheeran,Supermarket Flowers,2733
391,03/03/2017 22:28,52,Ed Sheeran,Castle on the Hill,2483
392,03/03/2017 22:28,54,Ed Sheeran,Save Myself,2420
393,03/03/2017 22:28,55,Ed Sheeran,New Man,2318
394,03/03/2017 22:28,64,Ed Sheeran,How Would You Feel (Paean),1980
395,03/03/2017 22:28,74,Ed Sheeran,Hearts Don't Break Around Here,1779
396,03/03/2017 22:28,81,Ed Sheeran,What Do I Know?,1688
397,03/03/2017 22:28,85,Ed Sheeran,Eraser,1639
398,03/03/2017 22:28,91,Ed Sheeran,Barcelona,1564
399,03/03/2017 22:28,92,Ed Sheeran,Thinking Out Loud,1531
400,03/03/2017 22:28,97,Ed Sheeran,Bibia Be Ye Ye,1413
401,03/03/2017 22:58,1,Ed Sheeran,Shape of You,22682
402,03/03/2017 22:58,8,Ed Sheeran,Perfect,7335
403,03/03/2017 22:58,14,Ed Sheeran,Dive,5817
